Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Austria,51126.6,52170,16172.7,8695,1.86,6,34953.9,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Italy,37769.82,39036,12101.16,6506,1.86,6,25668.66,5.808
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Web,Spain,78532.98,81012,25113.72,13502,1.86,6,53419.26,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Canada,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Japan,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Australia,4798.08,4896,1517.76,816,1.86,6,3280.32,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Netherlands,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Switzerland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Special,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Canada,5356.68,5466,1694.46,911,1.86,6,3662.22,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Japan,23431.32,24156,7488.36,4026,1.86,6,15942.96,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Netherlands,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Germany,19653.12,20472,6346.32,3412,1.86,6,13306.8,5.76
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Switzerland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Mail,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Canada,11454.24,11688,3623.28,1948,1.86,6,7830.96,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Japan,12204.54,12582,3900.42,2097,1.86,6,8304.12,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Netherlands,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Sweden,10881.24,11166,3461.46,1861,1.86,6,7419.78,5.85
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Germany,9278.64,9468,2935.08,1578,1.86,6,6343.56,5.88
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Switzerland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Italy,6553.32,6756,2094.36,1126,1.86,6,4458.96,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,E-mail,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Canada,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Japan,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Netherlands,5959.68,6144,1904.64,1024,1.86,6,4055.04,5.82
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Switzerland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Natural,Fax,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Canada,16109.15,16437.35,5005.05,2735,1.83,6.01,11104.1,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Japan,9070.6,9255.4,2818.2,1540,1.83,6.01,6252.4,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Korea,17863.57,18360.55,5590.65,3055,1.83,6.01,12272.92,5.85
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Singapore,8470.91,8720.51,2655.33,1451,1.83,6.01,5815.58,5.83
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Australia,8311.83,8311.83,2530.89,1383,1.83,6.01,5780.94,6.01
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Netherlands,4046.43,4128.87,1257.21,687,1.83,6.01,2789.22,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,France,17271.41,17735.51,5400.33,2951,1.83,6.01,11871.08,5.854
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Switzerland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Austria,8680.82,8810.66,2682.78,1466,1.83,6.01,5998.04,5.93
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Telephone,Spain,3292.51,3359.59,1022.97,559,1.83,6.01,2269.54,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Canada,55948.86,57119.04,17392.32,9504,1.83,6.01,38556.54,5.88625
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Mexico,3592.9,3666.1,1116.3,610,1.83,6.01,2476.6,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Brazil,36449.17,36859.33,11223.39,6133,1.83,6.01,25225.78,5.95
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Japan,64660.42,65977.78,20089.74,10978,1.83,6.01,44570.68,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Korea,51515.56,53176.48,16191.84,8848,1.83,6.01,35323.72,5.8225
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,China,97847.46,101256.48,30831.84,16848,1.83,6.01,67015.62,5.81
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Singapore,43485.3,44461.98,13538.34,7398,1.83,6.01,29946.96,5.878
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Australia,20693.72,20890.76,6361.08,3476,1.83,6.01,14332.64,5.95857143
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Netherlands,38583.26,39317.42,11971.86,6542,1.83,6.01,26611.4,5.90333333
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Sweden,20397.07,20812.63,6337.29,3463,1.83,6.01,14059.78,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Finland,50556.14,51649.94,15727.02,8594,1.83,6.01,34829.12,5.884
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Denmark,10085.53,10391.29,3164.07,1729,1.83,6.01,6921.46,5.83
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,France,52177.74,53188.5,16195.5,8850,1.83,6.01,35982.24,5.898
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Germany,41976.59,42544.79,12954.57,7079,1.83,6.01,29022.02,5.93615385
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Belgium,34772.47,35308.75,10751.25,5875,1.83,6.01,24021.22,5.92272727
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Switzerland,10785.46,10878.1,3312.3,1810,1.83,6.01,7473.16,5.962
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Austria,25207.32,25458.36,7751.88,4236,1.83,6.01,17455.44,5.95666667
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Italy,31599.85,32243.65,9817.95,5365,1.83,6.01,21781.9,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Web,Spain,44140.53,44984.85,13697.55,7485,1.83,6.01,30442.98,5.90090909
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Canada,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Japan,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Korea,6937.7,7151.9,2177.7,1190,1.83,6.01,4760.0,5.83
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Netherlands,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Switzerland,1993.86,2055.42,625.86,342,1.83,6.01,1368.0,5.83
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Special,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Canada,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Japan,9235.52,9423.68,2869.44,1568,1.83,6.01,6366.08,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Netherlands,3963.97,4044.73,1231.59,673,1.83,6.01,2732.38,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Switzerland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Mail,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Canada,13014.13,13312.15,4053.45,2215,1.83,6.01,8960.68,5.875
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Japan,20803.48,21227.32,6463.56,3532,1.83,6.01,14339.92,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Netherlands,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Sweden,3221.83,3287.47,1001.01,547,1.83,6.01,2220.82,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Germany,21645.92,22152.86,6745.38,3686,1.83,6.01,14900.54,5.87285714
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Switzerland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Italy,21928.47,22375.23,6813.09,3723,1.83,6.01,15115.38,5.89
2005,Outdoor Protection,Insect Repellents,BugShield Spray,E-mail,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Canada,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Japan,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Netherlands,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Switzerland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Spray,Fax,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Canada,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Japan,5995.64,6118,2036.42,874,2.33,7,3959.22,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Singapore,9428.16,9821,3268.99,1403,2.33,7,6159.17,6.72
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Australia,21757.12,21994,7320.86,3142,2.33,7,14436.26,6.93
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Netherlands,3143,3143,1046.17,449,2.33,7,2096.83,7.0
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,France,31227.63,32452,10801.88,4636,2.33,7,20425.75,6.74
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Switzerland,2567.04,2674,890.06,382,2.33,7,1676.98,6.72
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Austria,29823.64,30296,10084.24,4328,2.33,7,19739.4,6.895
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Telephone,Spain,4266.92,4354,1449.26,622,2.33,7,2817.66,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Canada,67996.88,69314,23071.66,9902,2.33,7,44925.22,6.86875
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Mexico,25369.54,25963,8641.97,3709,2.33,7,16727.57,6.8425
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Brazil,44875.04,45668,15200.92,6524,2.33,7,29674.12,6.88333333
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Japan,65005.36,66332,22079.08,9476,2.33,7,42926.28,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Korea,93145.78,96355,32072.45,13765,2.33,7,61073.33,6.76666667
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,China,119693.91,123991,41271.29,17713,2.33,7,78422.62,6.76083333
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Singapore,48820.66,50148,16692.12,7164,2.33,7,32128.54,6.81333333
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Australia,13308.96,13384,4454.96,1912,2.33,7,8854.0,6.965
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Netherlands,41900.88,42756,14231.64,6108,2.33,7,27669.24,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Sweden,11470.48,11634,3872.46,1662,2.33,7,7598.02,6.90666667
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Finland,68102.93,69566,23155.54,9938,2.33,7,44947.39,6.85363636
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Denmark,33299.56,34552,11500.88,4936,2.33,7,21798.68,6.74625
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,France,37349.76,38052,12665.88,5436,2.33,7,24683.88,6.8755555600000005
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Germany,38587.85,39515,13152.85,5645,2.33,7,25435.0,6.83666667
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Belgium,38578.82,39235,13059.65,5605,2.33,7,25519.17,6.888
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Switzerland,22090.95,22673,7546.87,3239,2.33,7,14544.08,6.825
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Austria,12923.96,12999,4326.81,1857,2.33,7,8597.15,6.965
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Italy,47114.48,48076,16002.44,6868,2.33,7,31112.04,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Web,Spain,45849.72,46725,15552.75,6675,2.33,7,30296.97,6.8755555600000005
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Canada,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Mexico,6167.14,6293,2094.67,899,2.33,7,4072.47,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Japan,4308.08,4396,1463.24,628,2.33,7,2844.84,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Netherlands,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Switzerland,1996.26,2058,685.02,294,2.33,7,1311.24,6.79
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Austria,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Italy,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Special,Spain,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Canada,9761.78,9961,3315.59,1423,2.33,7,6446.19,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Mexico,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Brazil,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Japan,5789.84,5908,1966.52,844,2.33,7,3823.32,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Korea,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,China,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Singapore,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Australia,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Netherlands,17897.74,18263,6078.97,2609,2.33,7,11818.77,6.86
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Sweden,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Finland,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Denmark,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,France,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Germany,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Belgium,,,,,,,,
2005,Outdoor Protection,Insect Repellents,BugShield Lotion,Mail,Switzerland,,,,,,,,
