Target Churn,Target Code,Current Bill Amt,Avg Calls,Avg Calls Weekdays,Account Age,Percent Increase MOM,Acct Plan Subtype,Complaint Code,Avg Days Delinquent,Current TechSupComplaints,Current Days OpenWorkOrders,Equipment Age,Condition of Current Handset,Avg Hours WorkOrderOpenned
No Churn,0,21111,16205.6667,176937.667,22,-0.2338624,Silver,Billing Problem,8.3,2,0,11,1,0
Churn,1,16122,1863.66667,28107,38,-0.7477729,Silver,Call Quality,7,2,15,1,1,0
No Churn,0,13866,27089.6667,43711.3333,38,0.00619437,Silver,Billing Problem,16.4,2,0,7,1,0
Churn,1,11719,3214,30517.3333,38,1.80977187,Silver,Billing Problem,41.8,2,0,21,1,0
Churn,1,24335,12562.3333,55185.3333,24,-0.5447044,Silver,Moving,9,2,8,5,1,0
No Churn,0,12733,25898.6667,99927.6667,36,0.01101707,Silver,Billing Problem,16.8,2,0,6,1,0
No Churn,0,16793,22073.3333,104847.667,25,-1,Gold,Billing Problem,16.8,2,0,6,1,26.5
Churn,1,13147,5509.66667,3418.33333,38,-1,Gold,Call Quality,61.3,2,0,3,1,71
No Churn,0,10169,3466,11720.3333,19,-0.2105155,Silver,Call Quality,2.7,2,0,1,1,0
No Churn,0,32875,13935.6667,85580.3333,38,-0.1838615,Silver,Billing Problem,12.5,2,0,3,1,0
No Churn,0,15307,14657.3333,55706.6667,37,-0.1871343,Silver,Billing Problem,8.8,2,0,4,1,0
No Churn,0,3622,9188.33333,29447.3333,37,-0.6222222,Gold,Billing Problem,10,2,0,12,1,0
Churn,1,24820,20573,164033.667,37,-0.9860902,Silver,Call Quality,16.8,2,25,4,1,51
Churn,1,18949,6874,24706.3333,20,-0.3918919,Silver,Billing Problem,25.4,2,0,5,1,0
Churn,1,17117,9286,26118.3333,37,1.70789118,Silver,Billing Problem,23.5,2,0,1,1,0
Churn,1,26900,22312.6667,91007,37,-0.9320635,Silver,Call Quality,27.3,2,0,11,1,0
No Churn,0,4874,1679.66667,12485,37,2.1608013,Silver,Billing Problem,11,2,0,11,1,0
Churn,1,6360,1854.66667,15617.3333,37,-1,Gold,Call Quality,24,2,0,5,1,0
No Churn,0,26471,17313,79617.6667,37,-0.5177337,Silver,Billing Problem,23.5,2,0,9,1,0
No Churn,0,47891,3125.33333,16871.6667,26,2.09334486,Silver,Billing Problem,14.7,2,0,17,1,26.5
No Churn,0,13170,1076.33333,17183.6667,36,-0.2944494,Silver,Billing Problem,11.3,2,0,16,1,0
Churn,1,11417,4856,17601.3333,36,-0.4064171,Gold,Billing Problem,9.8,2,9,11,1,0
Churn,1,29697,7644,67367,36,-0.5652591,Silver,Billing Problem,24.6,2,0,3,1,0
No Churn,0,5616,3595,3424.66667,36,0.22535211,Gold,Billing Problem,16.5,2,0,14,1,56.5
Churn,1,11181,3332.66667,11707,31,-0.4352941,Silver,Billing Problem,32,2,0,23,1,0
No Churn,0,37493,21136,43847.6667,36,-0.1028037,Silver,Billing Problem,12.6,2,0,5,1,0
No Churn,0,4810,4865.66667,6814.66667,36,-0.1428571,Gold,Billing Problem,38.6,2,0,13,1,0
No Churn,0,21762,4225.33333,99775,36,-0.1674641,Silver,Billing Problem,13.5,2,0,0,1,0
Churn,1,12712,15009.6667,49235.6667,20,-0.6018519,Silver,Call Quality,33.8,2,0,4,1,0
Churn,1,12816,6616.33333,21448,19,-1,Silver,Call Quality,19,2,0,10,1,0
Churn,1,14652,9702.66667,17458,35,-0.9681081,Silver,Call Quality,16,2,0,36,1,25
Churn,1,24640,3572.66667,48213,24,-0.7881773,Silver,Call Quality,19.8,2,0,24,1,0
Churn,1,12702,0,0,17,-0.185618,Silver,Billing Problem,15.3,2,0,17,1,0
Churn,1,10500,272.666667,1438.33333,34,-1,Gold,Call Quality,9.8,2,0,10,1,0
Churn,1,2991,347.333333,8515.33333,34,-1,Gold,Call Quality,15.5,2,0,12,1,0
No Churn,0,26168,10987.3333,21257.6667,34,1.09695784,Silver,Billing Problem,9.4,2,0,2,1,0
Churn,1,18104,3962.66667,21059.3333,34,-0.4161832,Silver,Billing Problem,17.4,2,0,6,1,0
Churn,1,27634,22547.6667,59869.6667,26,-0.3966746,Silver,Billing Problem,8.3,2,0,4,1,0
Churn,1,3597,4292.33333,24481.6667,33,-0.6875263,Gold,Billing Problem,22,2,0,11,1,69.5
No Churn,0,10603,3326,3650.33333,33,-0.0615385,Gold,Moving,0,2,0,21,1,0
Churn,1,14785,6461,27009.6667,18,-0.9961039,Silver,Billing Problem,8.2,2,0,8,1,0
Churn,1,13116,16757.6667,47179.6667,33,0.26409496,Silver,Billing Problem,16.8,2,0,3,1,0
No Churn,0,4487,1121.66667,6800.33333,33,0.6051168,Silver,Billing Problem,9.3,2,0,0,1,0
No Churn,0,13105,6817,32191.6667,33,-0.1450855,Silver,Billing Problem,9.5,2,0,11,1,0
Churn,1,3984,6898,25770,33,-0.9931507,Gold,Billing Problem,15.4,2,0,5,1,0
No Churn,0,117954,27235.3333,259598.667,32,-0.2179808,Silver,Billing Problem,13.4,2,0,15,1,0
No Churn,0,28622,6096,17669.3333,32,0.23279279,Silver,Billing Problem,11.5,2,0,8,1,0
No Churn,0,0,2625.33333,18142,32,0.46024096,Silver,Billing Problem,1,2,0,1,1,0
No Churn,0,17044,12142.3333,66095.6667,32,0.29594919,Silver,Check Account,8.5,2,29,11,1,0
Churn,1,10169,10421.6667,14013.3333,32,-0.3588889,Silver,Call Quality,12.8,2,0,1,1,0
No Churn,0,8391,9879,10241.3333,32,-0.3577713,Gold,Billing Problem,11.5,2,0,2,1,0
No Churn,0,16912,10046.6667,81378.6667,31,0,Silver,Billing Problem,8.8,2,0,3,1,0
No Churn,0,14407,10391.6667,17374.3333,31,0.44070278,Silver,Billing Problem,12,2,0,6,1,0
No Churn,0,4416,2721,17392.3333,18,4.47708333,Silver,Billing Problem,27.5,2,58,9,1,0
No Churn,0,26811,3840,55281.3333,31,-0.0683857,Silver,Moving,9.7,2,0,10,1,0
No Churn,0,26381,13375.3333,136134,31,-0.2692544,Silver,Moving,1,2,0,9,1,0
No Churn,0,18583,9556.66667,25889.6667,31,-0.0014793,Silver,Call Quality,13.2,2,0,5,1,0
No Churn,0,25750,5882.66667,18441,31,-0.3028721,Silver,Moving,12.3,2,0,19,1,0
No Churn,0,10487,2556.66667,14303,16,-0.3392857,Silver,Billing Problem,19.8,2,0,8,1,0
Churn,1,10169,10381,23676.6667,31,4.15217391,Silver,Billing Problem,29.8,2,0,9,1,0
Churn,1,11724,10073.3333,26856.3333,30,-0.4951146,Silver,Billing Problem,16.3,2,0,17,1,0
Churn,1,18423,5590.66667,33990,30,-0.284264,Gold,Call Quality,5.7,2,0,6,1,72.5
Churn,1,57126,3586,16149,21,0.10141988,Silver,Billing Problem,19.7,2,0,14,1,0
No Churn,0,47241,37024,116069,30,-0.27789,Silver,Billing Problem,16.7,2,0,11,1,0
Churn,1,19391,7478.66667,23197.6667,15,-0.9758065,Silver,Call Quality,16.2,2,0,7,1,0
Churn,1,13897,1210.33333,22754.6667,30,-0.6555292,Silver,Billing Problem,16.3,2,0,8,1,0
Churn,1,114411,10740.6667,46930.6667,30,-0.1367402,Silver,Billing Problem,14.3,2,0,25,1,0
Churn,1,18872,20118.6667,60831.6667,30,-1,Gold,Call Quality,0,2,0,5,1,56.5
No Churn,0,26502,14992.3333,59259.3333,29,-0.0867508,Silver,Billing Problem,9.8,2,20,11,1,0
Churn,1,13735,7105,41511,29,-0.7226355,Silver,Billing Problem,22.2,2,0,10,1,0
Churn,1,25524,12483,80038.6667,29,-0.4902976,Silver,Call Quality,12,2,0,4,1,0
No Churn,0,11547,1783.33333,18838.3333,29,0.38553333,Silver,Moving,8.2,2,54,2,1,0
No Churn,0,41902,14061.3333,52587.3333,18,0.5895112,Silver,Call Quality,19,2,0,12,1,0
No Churn,0,48738,22713.3333,68953.3333,29,0.0928998,Silver,Moving,2,2,0,2,1,0
Churn,1,34471,17934.6667,53368,29,-0.0199681,Silver,Call Quality,16.3,2,0,17,1,0
Churn,1,10169,11401,43204.6667,29,0.19614148,Silver,Billing Problem,9.5,2,0,29,1,0
No Churn,0,15197,29584.3333,113748,29,0.09984539,Gold,Billing Problem,14,2,4,4,1,0
Churn,1,36609,26945,47011.6667,29,-0.9579832,Silver,Call Quality,27,2,0,18,1,45.5
Churn,1,15090,10198.3333,38200.3333,29,-0.2798092,Silver,Call Quality,7.3,2,0,3,1,0
No Churn,0,15254,14722.6667,41283.3333,29,0.05005735,Silver,Moving,1,2,0,29,1,0
No Churn,0,15122,11125,56907,29,-0.0879007,Silver,Billing Problem,16.8,2,0,28,1,0
No Churn,0,10169,5073.33333,32469.3333,29,-0.2924694,Silver,Call Quality,5.3,2,22,1,1,3.5
Churn,1,11865,1571.33333,4525.33333,15,-0.313253,Gold,Billing Problem,18.9,2,0,9,1,0
No Churn,0,15299,24008.6667,72258,29,-0.7425026,Silver,Billing Problem,34.3,2,0,6,1,0
Churn,1,6098,10958,26531,28,-0.5548387,Gold,Billing Problem,14.6,2,0,10,1,0
No Churn,0,22352,35196.3333,116934,28,0.46418733,Silver,Billing Problem,12.3,2,0,0,1,0
Churn,1,11740,36358.3333,77380.6667,28,-0.6917808,Silver,Call Quality,17.3,2,0,10,1,0
Churn,1,38230,15731,53884.3333,17,1.21059845,Silver,Billing Problem,12,2,0,17,1,0
No Churn,0,13335,11279.3333,48821.6667,28,-0.3924449,Silver,Billing Problem,25.6,2,0,1,1,0
No Churn,0,7842,1344,10145.3333,28,-0.4632207,Gold,Billing Problem,8.2,2,0,8,1,27
Churn,1,21422,44251,111194.333,28,-0.9975721,Silver,Call Quality,17,2,0,11,1,0
Churn,1,13552,14547.3333,29556.6667,28,-0.8199181,Silver,Call Quality,5,2,10,11,1,0
No Churn,0,12183,4296.33333,14258.6667,28,-0.2095238,Silver,Check Account,8,2,0,2,1,15
No Churn,0,26797,6579,28244.3333,22,0.66507177,Silver,Call Quality,10.6,2,0,11,1,22
No Churn,0,12733,8218.33333,79645.3333,28,0.01768489,Silver,Billing Problem,11,2,0,3,1,0
Churn,1,18928,9016,42678.3333,28,-0.2597865,Silver,Billing Problem,18,2,0,2,1,0
Churn,1,43853,22393.6667,104548.667,28,-0.2597865,Silver,Billing Problem,18,2,0,11,1,49.5
Churn,1,4748,18596.3333,34213.6667,28,1.07272727,Gold,Billing Problem,10.2,2,0,11,1,0
Churn,1,9846,3258.66667,4677,28,-1,Gold,Billing Problem,28.3,2,0,6,1,0
Churn,1,25424,1859.66667,20926,15,-0.9983332,Silver,Billing Problem,21.5,2,0,15,1,0
Churn,1,23894,11702,46955.3333,28,-0.9637249,Silver,Call Quality,29,2,0,7,1,0
No Churn,0,13093,13812,37542,27,0.0792393,Silver,Billing Problem,0,2,0,1,1,0
Churn,1,29025,5315.66667,20566,27,-0.8535032,Gold,Call Quality,27.2,2,0,11,1,80.5
No Churn,0,12839,11661,59859.3333,27,-0.1176471,Silver,Billing Problem,12.6,2,0,3,1,0
Churn,1,26383,10226.3333,29648.3333,16,0,Silver,Call Quality,26,2,0,13,1,0
No Churn,0,18182,12984,37074,27,-0.078341,Silver,Billing Problem,4.5,2,0,8,1,0
Churn,1,46403,43436.3333,92968,27,0.20588235,Silver,Call Quality,20.8,2,0,6,1,0
No Churn,0,12712,1873.66667,24098.3333,27,-0.3639839,Silver,Billing Problem,5.7,2,7,9,1,0
Churn,1,13949,4820.33333,64643.3333,27,0.28225806,Silver,Billing Problem,14,2,0,13,1,0
Churn,1,12288,2977,6019.66667,26,1.47119942,Silver,Moving,25,2,0,13,1,0
No Churn,0,16156,9816.33333,26357.6667,26,-0.1469549,Silver,Billing Problem,12.9,2,0,12,1,2.5
Churn,1,35445,28067.3333,167279.333,26,0.55798421,Silver,Call Quality,16,2,0,21,1,0
Churn,1,17435,14167,44971.3333,26,-0.7222461,Silver,Call Quality,25,2,0,25,1,0
Churn,1,12288,428,4518.66667,26,0,Silver,Billing Problem,24.8,2,0,25,1,0
Churn,1,50027,27127.6667,203824.667,26,-1,Gold,Call Quality,13.3,2,0,7,1,0
No Churn,0,29662,11949.3333,33731.6667,26,-0.2179487,Silver,Call Quality,19.7,2,0,7,1,0
No Churn,0,30832,7487.33333,59800,25,0.06370192,Silver,Billing Problem,18,2,3,1,1,0
Churn,1,29159,28672.3333,58588,26,-0.2341714,Silver,Billing Problem,12.5,2,0,9,1,0
No Churn,0,11516,4740.33333,25510.6667,26,0.05583938,Silver,Billing Problem,7.3,2,0,6,1,0
Churn,1,17234,37642.3333,114677.333,26,-0.7274613,Silver,Billing Problem,18.8,2,0,3,1,57.5
No Churn,0,12820,1528,7614.66667,25,-0.953125,Gold,Billing Problem,13,2,0,5,1,27
Churn,1,16216,39535.6667,109535,25,-0.8222088,Silver,Billing Problem,10.8,2,0,9,1,57
Churn,1,10284,3991.66667,18129,25,-0.8285714,Silver,Call Quality,27.8,2,0,7,1,71.5
Churn,1,20339,26427,105272,25,-0.4509337,Silver,Billing Problem,15.3,2,0,6,1,0
No Churn,0,12987,13105.3333,29594.3333,25,0.1932299,Silver,Billing Problem,3,2,0,25,1,0
No Churn,0,46005,10262,35562.3333,25,0.17169069,Silver,Billing Problem,9.5,2,130,9,1,11
No Churn,0,15808,11925,50453.6667,25,-0.0610024,Silver,Billing Problem,16.4,2,0,3,1,0
Churn,1,16240,11039.3333,37391.3333,25,-0.387576,Gold,Billing Problem,14.4,2,0,25,1,48
No Churn,0,30491,30523.6667,122352.333,25,-0.5071801,Silver,Billing Problem,10,2,0,1,1,0
Churn,1,75743,6807.33333,55780.6667,25,-0.9109844,Silver,Billing Problem,12.8,2,0,3,1,0
Churn,1,15890,19784,60658,25,-0.311284,Silver,Billing Problem,19.7,2,0,25,1,0
Churn,1,20276,9446.66667,57420,25,-0.2540206,Silver,Billing Problem,27,2,0,12,1,0
Churn,1,15254,9072.66667,13184.3333,25,-0.7451487,Silver,Call Quality,16.5,2,0,14,1,38.5
Churn,1,12966,13015.6667,36281.3333,24,-0.3837638,Silver,Billing Problem,37.7,2,0,25,1,0
Churn,1,10583,11187,37142.3333,24,-0.4250614,Silver,Billing Problem,33.3,2,0,11,1,0
Churn,1,14741,15694,60799,24,-0.9562044,Silver,Billing Problem,21,2,0,11,1,0
Churn,1,12889,7465.66667,23004.6667,24,0.38150289,Silver,Billing Problem,9.4,2,17,11,1,0
No Churn,0,12712,6477,46308.6667,24,-0.5348837,Silver,Billing Problem,7.2,2,0,24,1,0
Churn,1,21610,51319.6667,139679,24,-0.4441503,Silver,Call Quality,22,2,0,25,1,0
Churn,1,22944,16084,53168,24,-0.9544073,Gold,Call Quality,5.3,2,0,3,1,27
No Churn,0,36031,25821,128168,24,0.40706172,Silver,Billing Problem,6.3,2,0,9,1,0
No Churn,0,21816,431.666667,8111,24,0.14746544,Silver,Billing Problem,1,2,0,0,1,0
Churn,1,11517,2027,18516,24,-0.7605388,Silver,Call Quality,7.7,2,0,9,1,0
Churn,1,29038,13680,22355.6667,24,0.03341902,Silver,Billing Problem,5.8,2,0,23,1,0
Churn,1,20251,4755.33333,13968,24,-0.9079572,Silver,Call Quality,13.8,2,0,12,1,50
Churn,1,22941,1699.33333,13982,24,-0.471831,Silver,Billing Problem,11.3,2,0,6,1,0
Churn,1,133632,15536.6667,81148.6667,23,-0.185318,Silver,Billing Problem,5.7,2,0,2,1,13
Churn,1,13042,7913,52837,23,-0.7527734,Silver,Call Quality,8.2,2,0,23,1,0
Churn,1,16234,9663.66667,32830,23,-0.4077843,Silver,Billing Problem,12.5,2,0,8,1,0
Churn,1,40570,871.666667,4208,22,-1,Silver,Call Quality,10.5,2,0,21,1,25.5
No Churn,0,33048,48064,58028.3333,22,0.60510456,Silver,Billing Problem,10.3,2,0,22,1,0
No Churn,0,25295,0,0,22,-0.1312163,Silver,Check Account,0,2,0,17,1,0
Churn,1,53302,3376.33333,18930.3333,22,3.5394839,Silver,Call Quality,38,2,0,22,1,14.5
Churn,1,12839,8075,24733.3333,22,-0.7070707,Silver,Check Account,0,2,0,6,1,0
No Churn,0,16291,3682.66667,5205.33333,21,210.1,Silver,Call Quality,72,2,0,12,1,0
Churn,1,4897,939,28959,22,-1,Gold,Billing Problem,19.2,2,0,9,1,0
No Churn,0,23488,10063.6667,18752.6667,21,-0.7746063,Silver,Call Quality,3.8,2,0,2,1,0
Churn,1,10169,2961.66667,17101,21,-0.6957364,Silver,Billing Problem,6.5,2,0,8,1,24.5
No Churn,0,53677,10333.6667,42181.3333,21,-0.5043453,Silver,Billing Problem,9.5,2,0,7,1,57
Churn,1,18030,23108.6667,103556.333,21,-0.9972414,Silver,Call Quality,14.3,2,15,8,1,0
Churn,1,11836,7089.33333,22403.6667,21,0.25515917,Silver,Billing Problem,34.3,2,0,13,1,0
No Churn,0,8982,8164.66667,55843.6667,21,0.34227468,Silver,Billing Problem,2,2,0,20,1,57
Churn,1,23339,7210.33333,40525.3333,20,-0.936747,Silver,Call Quality,24.8,2,0,7,1,0
Churn,1,12900,5288.66667,26249.3333,20,0.36716142,Silver,Billing Problem,2.3,2,0,8,1,0
No Churn,0,12712,9492,29744.3333,20,0.62955854,Silver,Moving,0,2,0,7,1,0
Churn,1,16043,12172,23532,20,-0.9545455,Silver,Billing Problem,15.3,2,0,4,1,0
Churn,1,35186,1961.33333,34123,20,1.87959247,Silver,Call Quality,27.7,2,0,6,1,0
Churn,1,22787,6447.33333,20624.3333,20,-0.5141159,Silver,Billing Problem,18.8,2,0,15,1,0
No Churn,0,26354,5781.66667,41492.3333,20,0.31345826,Silver,Billing Problem,9,2,0,18,1,0
No Churn,0,23589,3698,28568.3333,20,-0.3148789,Gold,Billing Problem,9,2,0,20,1,0
No Churn,0,9237,2537.33333,34356.6667,20,0.31016697,Silver,Billing Problem,12.8,2,0,20,1,0
No Churn,0,23868,9030.66667,69436.3333,20,-0.335522,Gold,Call Quality,11.2,2,0,7,1,59
No Churn,0,49067,15476,22578.6667,19,0.47802198,Silver,Call Quality,16.2,2,0,15,1,0
No Churn,0,13525,386,3827.66667,19,3.2825813,Silver,Billing Problem,17.3,2,0,17,1,0
Churn,1,11756,4781,20465,19,-0.6401779,Silver,Billing Problem,15.3,2,0,9,1,0
No Churn,0,11524,2569.66667,7994.33333,19,0.23387097,Silver,Billing Problem,8,2,0,19,1,0
Churn,1,49893,1226,6866.66667,19,-0.7692308,Silver,Call Quality,14.8,2,0,19,1,45.5
Churn,1,15254,4878.66667,14354.3333,19,0,Silver,Billing Problem,40.3,2,0,19,1,0
Churn,1,39800,5149,61214.6667,19,-0.4391081,Silver,Call Quality,17,2,0,4,1,0
No Churn,0,33889,14679.6667,190696,19,-0.2680048,Silver,Check Account,6,2,0,6,1,0
Churn,1,18102,18109.3333,39057.3333,19,-0.5415602,Silver,Billing Problem,29,2,0,3,1,0
Churn,1,12956,8326.33333,5370,19,-1,Silver,Billing Problem,20.8,2,0,18,1,24.5
Churn,1,6664,15015.3333,33537,19,0.44241111,Silver,Call Quality,31.5,2,0,5,1,0
No Churn,0,25691,18199.3333,30212.3333,19,-0.8497866,Silver,Check Account,16,2,0,18,1,297.5
Churn,1,24723,8389,26639,19,-0.9945418,Silver,Call Quality,0,2,163,7,1,0
No Churn,0,21802,30097,98189.3333,18,-0.0803822,Silver,Billing Problem,11.5,2,17,3,1,0
No Churn,0,51686,7523.33333,84872,18,-0.0665262,Silver,Billing Problem,20.8,2,0,6,1,12.5
No Churn,0,18824,21197,27108.6667,18,0.22703837,Silver,Moving,21.5,2,0,25,1,0
No Churn,0,16630,5630,9071.33333,18,0.11388676,Silver,Billing Problem,14.5,2,0,18,1,0
Churn,1,22204,0,0,18,-0.9454711,Silver,Call Quality,11.8,2,0,17,1,0
Churn,1,15501,5562.33333,22831.3333,18,-0.5115552,Silver,Billing Problem,52,2,0,9,1,0
Churn,1,12712,9592.33333,45762,18,-0.4635294,Silver,Billing Problem,12.2,2,0,1,1,0
Churn,1,12712,677,4139,18,-0.532361,Silver,Billing Problem,12.3,2,0,2,1,0
Churn,1,21103,22456.6667,36109,18,-1,Silver,Call Quality,21,2,0,18,1,0
Churn,1,11074,271.333333,10345.3333,18,0.2295082,Silver,Call Quality,15.5,2,0,18,1,0
Churn,1,28216,6253.33333,18680.3333,18,-1,Silver,Call Quality,45.7,2,3,4,1,0
No Churn,0,12817,13219.3333,39770,18,1.38078292,Silver,Call Quality,32.8,2,0,17,1,0
Churn,1,30002,34785,62621.6667,17,0,Gold,Call Quality,14.8,2,0,9,1,0
No Churn,0,56829,81912.3333,211910.667,17,-0.3137255,Silver,Call Quality,12.2,2,0,5,1,0
No Churn,0,57719,5527,58056.3333,17,0.28415321,Silver,Billing Problem,13.8,2,0,3,1,0
Churn,1,29164,8429.66667,54447,17,-0.915625,Silver,Billing Problem,29,2,0,5,1,0
No Churn,0,21686,61320,60296.6667,17,0.06772908,Silver,Billing Problem,23.4,2,0,1,1,0
Churn,1,15748,88668.6667,180902,17,-0.5926672,Silver,Call Quality,21.6,2,0,17,1,0
Churn,1,15215,5630.66667,23473,17,0.09615385,Silver,Billing Problem,3.3,2,0,1,1,0
Churn,1,23006,20137.6667,62711.3333,17,-0.0131185,Silver,Call Quality,20.3,2,0,5,1,0
Churn,1,14469,5536,42988,17,-0.5964807,Silver,Call Quality,5.5,2,0,4,1,0
Churn,1,20423,5724,40750.6667,16,0.17700181,Silver,Billing Problem,14.2,2,0,5,1,0
Churn,1,21434,9549.33333,37573.6667,16,-0.4624321,Silver,Billing Problem,18.7,2,0,16,1,0
No Churn,0,12288,13051,38109,16,-0.1780101,Silver,Moving,4,2,0,3,1,0
No Churn,0,21336,2685,72971,16,-0.1379294,Silver,Billing Problem,31.6,2,0,16,1,13.5
No Churn,0,22814,10835.6667,36863,16,0.22818489,Silver,Billing Problem,3,2,0,1,1,0
Churn,1,25224,17079,45553.3333,16,-0.7154489,Silver,Call Quality,22.3,2,0,2,1,0
Churn,1,16529,25093.6667,59710.3333,15,-0.9947247,Silver,Call Quality,21.8,2,0,15,1,0
Churn,1,27558,103534,111602.667,15,0.16172261,Silver,Billing Problem,18.7,2,0,15,1,0
No Churn,0,21166,1590,113520.667,15,-0.4004967,Silver,Check Account,0,2,0,15,1,26
Churn,1,26966,11060.3333,35777.6667,15,-0.9863657,Silver,Billing Problem,19.4,2,0,15,1,0
No Churn,0,16225,15214.3333,33950.3333,15,-0.1903507,Silver,Moving,0,2,0,4,1,11
Churn,1,49288,27869.6667,58945.6667,15,0.14282339,Silver,Billing Problem,7,2,368,1,1,0
Churn,1,16186,1361.66667,7496,15,12.7867647,Silver,Billing Problem,36,2,0,15,1,0
Churn,1,72135,27889.3333,91985.3333,15,-0.8334521,Silver,Moving,34,2,0,3,1,0
Churn,1,9236,5835,27462.6667,15,0.02006811,Silver,Billing Problem,9,2,0,14,1,0
Churn,1,67490,11617.6667,154115.667,17,-0.9991024,Silver,Billing Problem,10,3,0,10,1,0
No Churn,0,20651,10262,94576.3333,39,-0.3229441,Silver,Moving,10,3,0,21,1,0
Churn,1,47847,11887,32971.3333,29,-0.52457,Silver,Billing Problem,16.7,3,0,10,1,0
No Churn,0,20828,15850,61552,39,0.93788661,Silver,Call Quality,27.5,3,0,1,1,0
No Churn,0,40288,6665.33333,40687.3333,39,-0.0268655,Silver,Moving,15.6,3,0,2,1,0
Churn,1,8158,16351.3333,30967.6667,39,-1,Silver,Call Quality,17,3,0,7,1,46
Churn,1,7032,808,428.666667,32,-0.5714286,Gold,Billing Problem,15.5,3,0,32,1,0
Churn,1,3958,2053,2755,39,0.7611336,Gold,Moving,7,3,0,7,1,0
Churn,1,86373,15922.3333,38278.6667,38,0.13769124,Silver,Billing Problem,5.3,3,0,1,1,17
No Churn,0,25686,8477.33333,70679,38,-0.4227901,Silver,Billing Problem,24.3,3,0,3,1,9.66666667
Churn,1,32916,6333.66667,31414,24,-0.1718062,Silver,Call Quality,26.8,3,0,24,1,0
Churn,1,209122,87283.6667,374457.667,37,-0.5138387,Silver,Call Quality,22.6,3,0,11,1,0
No Churn,0,14066,4137,33987,37,-0.3257534,Silver,Moving,8.3,3,0,1,1,7
No Churn,0,21757,26865.3333,121720,37,0.56072555,Silver,Billing Problem,5.5,3,0,3,1,0
No Churn,0,46914,6671,34565.6667,37,1.59512641,Silver,Call Quality,28,3,0,9,1,9.33333333
No Churn,0,17489,0,0,29,-0.250774,Silver,Billing Problem,16,3,0,17,1,0
No Churn,0,29823,338,23292.6667,35,10.53125,Silver,Call Quality,17.5,3,0,0,1,0
No Churn,0,34828,0,0,24,-0.359366,Silver,Call Quality,42,3,0,17,1,0
No Churn,0,25625,41075.3333,137183,20,-0.9139362,Silver,Billing Problem,8.5,3,0,26,1,0
Churn,1,51077,12092.3333,117361.667,32,-0.132735,Silver,Billing Problem,19.2,3,0,11,1,0
Churn,1,14407,5995.33333,111651.667,32,-0.7224856,Silver,Billing Problem,21.6,3,0,20,1,0
No Churn,0,8561,9030.33333,9929.33333,32,0.15283843,Gold,Billing Problem,5,3,0,1,1,0
No Churn,0,11144,4483.66667,16015.3333,30,0.25925926,Silver,Moving,3,3,0,8,1,0
No Churn,0,10169,1373,11711.3333,30,0.21363636,Silver,Billing Problem,11,3,0,11,1,0
Churn,1,48293,6876.66667,60244.6667,30,-0.6658477,Silver,Billing Problem,10,3,0,12,1,0
Churn,1,4162,5621.33333,31460.3333,29,-1,Gold,Billing Problem,29.8,3,0,9,1,39.3333333
Churn,1,23619,2499.33333,56623,29,0.07627491,Silver,Billing Problem,15.8,3,0,5,1,46.3333333
Churn,1,14886,26645.6667,117886.333,15,-0.2801285,Silver,Billing Problem,36.3,3,7,0,1,0
No Churn,0,16070,8325,42796.6667,29,0.13602941,Silver,Billing Problem,11,3,0,14,1,0
Churn,1,9305,35973,67379.3333,29,-0.9455821,Silver,Call Quality,18.8,3,0,6,1,0
Churn,1,127,21291.6667,88318,29,0.28410667,Silver,Call Quality,26.3,3,0,14,1,0
No Churn,0,20958,11517.6667,44796,29,0.51707317,Silver,Billing Problem,7.4,3,0,27,1,0
Churn,1,25702,17413,14316.6667,29,0.04791345,Silver,Billing Problem,4.4,3,0,3,1,0
Churn,1,27690,6654.66667,9211.33333,28,0.50541516,Silver,Call Quality,3.5,3,0,10,1,0
Churn,1,37451,4144.33333,32185.3333,28,-0.748422,Gold,Billing Problem,15.8,3,0,13,1,17
Churn,1,7170,6210.66667,16306,28,-0.8938907,Gold,Billing Problem,12.8,3,0,5,1,0
Churn,1,13157,20017.6667,113033.667,27,-0.7171216,Silver,Billing Problem,14.3,3,0,25,1,0
No Churn,0,21226,13027,44027.6667,27,-0.1278191,Silver,Moving,5.7,3,0,4,1,52.6666667
Churn,1,31110,11661,91204,27,-0.2203742,Silver,Billing Problem,15.5,3,0,7,1,0
Churn,1,21365,16283,171755.333,27,-0.6638649,Silver,Billing Problem,16.5,3,0,4,1,0
No Churn,0,0,0,4,26,0,Gold,Pricing,0,3,0,18,1,25.6666667
No Churn,0,36592,11727.6667,55221.6667,26,-0.1633875,Silver,Check Account,0,3,0,27,1,0
Churn,1,48649,28249.6667,167479.333,26,-0.7144272,Silver,Billing Problem,22,3,0,14,1,0
Churn,1,16550,93,155.666667,26,0,Silver,Call Quality,41.8,3,0,13,1,0
Churn,1,18081,2107,21090.3333,26,0.73177843,Silver,Call Quality,16.3,3,0,11,1,0
Churn,1,22518,9158.66667,45598,26,-0.2679475,Silver,Billing Problem,18.2,3,0,3,1,0
Churn,1,14034,6709.66667,27092,23,0.01621622,Silver,Billing Problem,15.5,3,0,0,1,0
No Churn,0,63828,20774.6667,87955,26,-0.9971182,Gold,Call Quality,38.7,3,0,0,1,6
